,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
3439,rt user user usernniklan bego buat partai bego pilih bego,1,1,0,1,0,0,0,0,1,0,1,0
3440,user tambah acak acak ntar ada pahlawan siang yg gagal kudeta pki aja gak pakai gelar pahlawan,0,0,0,0,0,0,0,0,0,0,0,0
3441,kubu prabowo selalu nilai negatif bijak jokowi pilih presiden url,1,0,0,1,0,0,0,0,1,0,1,0
3442,user user mau dong ngewe kaya gitu,0,1,0,0,0,0,0,0,0,0,0,0
3443,user kampang lo anj,1,1,1,0,0,0,0,0,1,1,0,0
3444,xexxcmbak gak ikut meetingxexxdnnxexxckatanya gapapa tadixexxdnnlha arti tadi ajak meeting suruh si bloon diam aja kayak patungnnmiskom somplak xfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
3445,user biaya ambil alih mayoritas saham pt fi us miliar minimum dr utang kpd perban asing blm sbgi pegang saham mayoritas hrs taro duit utk bangun smelter murni bangkit listrik blm lg biaya xexxcdeep cave mini,0,0,0,0,0,0,0,0,0,0,0,0
3446,rt user anies ombudsman wakil tidak sama ombudsman republik indonesia ingat yannombudsman ri ombudsman perwakixexxa,0,0,0,0,0,0,0,0,0,0,0,0
3447,user user lebay bener duda ya,1,0,1,0,0,0,0,0,1,1,0,0
3448,presiden user keluh minim publikasi asi games xviii asiangames,0,0,0,0,0,0,0,0,0,0,0,0
3449,angkat tradisi budaya rakyat banyuwangi kunci sukses bec,0,0,0,0,0,0,0,0,0,0,0,0
3450,ohh iya yekan dulu pas acara tempo ngewakilin tim sukses aniessandi kan si indra j piliang wkwkwk tukang narkoba,1,0,1,0,0,0,0,0,1,1,0,0
3451,cowo yg hobi selfie ga beda ny sama lekong amp banci kaleng,1,1,0,1,0,0,0,1,0,0,1,0
3452,salah sebut keberserahdirian bapak menteri agama ekspresi tuhan datang layan bukan minta sembah,1,0,0,1,1,0,0,0,0,0,1,0
3453,tak dipungkiri rezim jokowi rezim anti islam,1,0,1,0,1,0,0,0,0,1,0,0
3454,user cebong kampretos bilang yg penting infrastruktur jalan truz g apa yg mahal naikxfxfxxbxfxfxxxfxfxaxbd,1,1,1,0,0,0,0,0,1,1,0,0
3455,amerika tahu orang tahun pindah agama kristen agama islam,0,0,0,0,0,0,0,0,0,0,0,0
3456,rt user user nama sandirawa cundang bubar ajah user klo cma urus kasus ecek g brani urus blbi rssw,1,0,0,1,0,0,0,0,1,0,0,1
3457,giat bhabinkamtibmas aiptu martin sembiring sambang tomas masyarakat desa labuh labo beri pesan kamtibmas anti berita hoax isu sara ujar benci jaga satu sama situasi aman tka lapor url,0,0,0,0,0,0,0,0,0,0,0,0
3458,orang orang sumbu pendek protes prabowo tolak ada beri sumbang orangorang rohingya,1,0,0,1,0,0,0,0,1,0,1,0
3459,tolak perppu tolak rezim otoriter perppu pintu masuk lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
3460,user user user user user user jadi masih sama gagal paham kena gagal rangkul dari tadi cuap percuma gagal paham contoh kelompok yg mana kemarin presiden aman tidak disa,0,0,0,0,0,0,0,0,0,0,0,0
3461,user wkwk mampus lo jung ruby,1,1,1,0,0,0,0,0,1,1,0,0
3462,user user tong waktu pak presiden hina,0,0,0,0,0,0,0,0,0,0,0,0
3463,user kalau saya ngomong saya kata ahmad dhani monyet babi anjing itu boleh,1,1,1,0,0,0,0,0,1,1,0,0
3464,user cinta buta cinta yg tak dengar lihat fakta yg seperti kotor kucing rasa coklat dapat gak prof,0,0,0,0,0,0,0,0,0,0,0,0
3465,user mampus lu kalah kan lawan gua,1,1,1,0,0,0,0,0,1,1,0,0
3466,user anjir salah tag wkwkwk apa lu gue jennie zuyle lisa wkwkwk,0,1,0,0,0,0,0,0,0,0,0,0
3467,apes beneeeer dapet jadwal shift pagi cuma hari besok off lusa shift malam sabtu depan badan makin cungkring ampuuuun zzzzzz,0,0,0,0,0,0,0,0,0,0,0,0
3468,user koruptor teroris langgar ham beratkoruptor bunuh rakyat dgn pelanmembikin rakyat miskinbodoh hilang hak dgn struktur sistematisrakyat msh bnyk yg kurang gizi lapar dpr malah sibuk korupsi,0,0,0,0,0,0,0,0,0,0,0,0
3469,user tuju siapa pasang jokowi saya tuju tidak coblos pasang sebut,0,0,0,0,0,0,0,0,0,0,0,0
3470,tibatiba batal putus sikap syahrir ubah cegah tokoh partai tionghoa indonesiaxexxxexx kata teguh,0,0,0,0,0,0,0,0,0,0,0,0
3471,bunga melati bunga bangkai kalau kata piye,0,0,0,0,0,0,0,0,0,0,0,0
3472,rt user bubar amp user usir yordania,1,0,0,1,0,0,0,0,1,0,0,1
3473,presiden minta sistem izin usaha integrasi segera terap ratas user presiden minta izin usaha integrasi segera terap,0,0,0,0,0,0,0,0,0,0,0,0
3474,user emang ahok siapa orang penting hanya nista agama,1,1,1,0,1,0,0,0,0,1,0,0
3475,ga ngerti gua nikmat orang orang sengaja ikut desak desa angkut umum nyenggol bokong doang,0,0,0,0,0,0,0,0,0,0,0,0
3476,user bacot reza urusin anak istri etapi garagara reply saya jadi galau lagixfxfxxad,1,1,1,0,0,0,0,0,1,1,0,0
3477,user lah udah gua sipit sipitin mata barangkali warna beda,0,0,0,0,0,0,0,0,0,0,0,0
3478,pasang jepret racun tikus coba perhati di rumah banyak sisa makan sera sampah cecer bila jangan heran kalau tikustikus liar tikus masuk rumah tarik bau makan bukan mau non,0,0,0,0,0,0,0,0,0,0,0,0
3479,user tuh kan dungu klo km make gelang dan di tkp ikut intimidasi lgsg km libat gelang baru duga sbg bentuk konspirasi,1,1,1,0,0,0,0,0,1,1,0,0
3480,sebut kampung nagita slavina begini reaksi ayu ting ting url,0,0,0,0,0,0,0,0,0,0,0,0
3481,user aku pacar gapernah sama yg se agama malah sama yg muslim hindu budha xfxfxx lucu yaa,0,0,0,0,0,0,0,0,0,0,0,0
3482,tragedi nyata salahbsatu upaya komunis prabowo,1,0,1,0,0,1,0,0,0,1,0,0
3483,nah u tau sendiri jaman megawatu korupsi nya dikit jaman sby byk url,1,0,1,0,0,0,0,0,1,1,0,0
3484,siapa paslon gubernur wakil gubernur unggul inewsdebatkandidat jawatengah malam useruser useruser,0,0,0,0,0,0,0,0,0,0,0,0
3485,bapak prabowo hormat harus tampil orang cemburu kalah,1,0,1,0,0,0,0,0,1,1,0,0
3486,rt user kalau jokowi ga bs ingat mundur aja jendral bantai doi th lewat pilih presiden,1,0,1,0,0,0,0,0,1,0,0,1
3487,user user pea sayang cinta bolot sok pinter pdhl lbh lot dr gua,1,1,1,0,0,0,1,0,0,1,0,0
3488,user sarap bro,0,1,0,0,0,0,0,0,0,0,0,0
3489,user lihat salah satu dukung mafia koruptor nista agama gerombol banci titot laku bidik arah,1,1,0,1,0,0,0,1,0,0,1,0
3490,user makin ngawur aja nih rezim jadi indochina dah nih negara,1,0,0,1,0,1,0,0,0,0,1,0
3491,retweeted uus rusdiana ciamisasyik user dari ciamis salah kabupaten d jawa barat mndukung gubernur kang user mnjadi presidenwakil presiden ri bila trnyata kputusan ms yg pks sbagai,0,0,0,0,0,0,0,0,0,0,0,0
3492,beda banget sama adinnkalo adi mahnntuh kak liat gue bilang apa brengseknnyha url,1,1,1,0,0,0,0,0,1,1,0,0
3493,user user pantesan parpol si usaha keras jegal kesah uu yaa takut presiden ngeluarin perpu tarik lihat cara presiden ksh ancam lgsg mingkem ketok paluu tok tok tok,1,0,0,1,0,0,0,0,1,0,1,0
3494,user user user user user user user user user user user user ah bacot dasar sok alim lu manusia gak yg sempurna jangan sok alim jadi orang,1,1,1,0,0,0,0,0,1,1,0,0
3495,user user gembok akun aja udahgak usah tebar databerkali kali main datalo gak jawab data gembok akunxfxfxxnsehari kali gembok akunnpayah cebong cupu,1,1,1,0,0,0,0,0,1,1,0,0
3496,user nyolu sipit ga klo iya bikin grooup ber,0,0,0,0,0,0,0,0,0,0,0,0
3497,user inti pas kampanye koar mnghentikan tp skarang lanjut dgn mnrbitkan pergub barumunafik km pnts dblg kampretos,1,1,1,0,0,0,0,0,1,1,0,0
3498,kadang yg kemarin udh follow hari jadi followers baru kan tara di unfoll tp follow geblek apa gimana dah tuh manusia,1,1,1,0,0,0,0,0,1,1,0,0
3499,situasi lalu lintas jl gatot subroto depan gedung mprdpr arah slip pantau ramai lancar,0,0,0,0,0,0,0,0,0,0,0,0
3500,makan siang mi ayam deket kampus bapak yg jual ngelayanin nobar jojonhalah kesalipnhalahnhalahnxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
3501,user user nyata yg katanyakatanya hafizh gak tau bener apa bisa jadi cebong,1,1,1,0,0,0,0,0,1,1,0,0
3502,ngentot yu yg rl nya sangean,0,1,0,0,0,0,0,0,0,0,0,0
3503,jam gin ganti baju gembel rumah tanda tida kemanamana,0,1,0,0,0,0,0,0,0,0,0,0
3504,rt user user apa yg km laku tdklah patut km laku krn urus pribadi masing ada masalah selxexxa,0,0,0,0,0,0,0,0,0,0,0,0
3505,betul ayo penjara koruptor sumber waras,1,0,1,0,0,0,0,0,1,1,0,0
3506,semua sok peduli rohingya,1,0,0,1,0,0,0,0,1,0,1,0
3507,user blur kampret,0,1,0,0,0,0,0,0,0,0,0,0
3508,kata cewek semua lelaki itunbrengsek nah guys kalo lo brengseknberbanggalah brarti lo laki,0,1,0,0,0,0,0,0,0,0,0,0
3509,user rupiah anjlok krn ulah kalian lama hidup tdk terima kebaikanselalu buat issu negatif contoh issu pki saat tax amnestiwslm,0,0,0,0,0,0,0,0,0,0,0,0
3510,user diam kau kampang sedang sakit kepala,1,1,1,0,0,0,0,0,1,1,0,0
3511,user user user user user user user arti gk sala cebong pintarnna klo si kampreet gimnandari dulu gk majucuma otak udang pake gede badan doank wajarla klo petinggi kampret pinda haluan,1,1,0,1,0,0,0,0,1,0,1,0
3512,rt user user pdip mega mau bangkit komunis itu,1,0,0,1,0,1,0,0,0,0,1,0
3513,sadar ada cacat hasil kerja team besok dday its time to sleep guys,0,0,0,0,0,0,0,0,0,0,0,0
3514,babi apaa sialll,0,1,0,0,0,0,0,0,0,0,0,0
3515,kalau income negara bagai sektor bagus arti negara punya uang jokowi akan hutang bangkit ekonomi bangsa kalau paksa hutang incomenya bagus simple kan,0,0,0,0,0,0,0,0,0,0,0,0
3516,user siapa bilang kristen gak wudhu,0,0,0,0,0,0,0,0,0,0,0,0
3517,user xexxcnyetir apa orang mobil depan aja ga gerak idiotxexxdnnwindy makin kesal karna yoga sangat peka kondisi perut ini lalu diam tatap depan,0,1,0,0,0,0,0,0,0,0,0,0
3518,user user user user user user user user user user user congor persis congor ontaxfxfxxabxfxfxxxfxfxxxfxfxx,1,1,1,0,0,0,1,0,0,1,0,0
3519,user lo tuh babi anjing mampus kalah jatuh miskin deh bekasisah,1,1,1,0,0,0,0,0,1,1,0,0
3520,presiden uefa beri dukung usir gianluigi buffon michael oliver,0,0,0,0,0,0,0,0,0,0,0,0
3521,dpr as a service,0,0,0,0,0,0,0,0,0,0,0,0
3522,wahai warga jateng jangan kalian lupa gantigubernur sudirmanida,0,0,0,0,0,0,0,0,0,0,0,0
3523,user user saja hampir lupa masih ingat n gereja yang bom nsudah minggu masih takut pilih ibadah,0,0,0,0,0,0,0,0,0,0,0,0
3524,user coach lu ribet kang bacot mulu kerja xfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
3525,user tahu karena moestopo dulunya kuliah rusia waktu pulang huruhara pki ia tambah kata agama belakang nama ingat salah,0,0,0,0,0,0,0,0,0,0,0,0
3526,user salam ustaznak tanyaapakah hukum kalau bab jual beli hari beli jual tak sebut akad saya jual saya beli,0,0,0,0,0,0,0,0,0,0,0,0
3527,mending jokowi yg mundur url,1,0,1,0,0,0,0,0,1,1,0,0
3528,thomasubercup si rexy eek,1,1,1,0,0,0,0,0,1,1,0,0
3529,katakata bodoh dungu idiot semua teknis acu orang nilai iq bawah psikologi,0,0,0,0,0,0,0,0,0,0,0,0
3530,user kena beking sangat tarik itu benar ibu user ada solusi berantas npercuma sya nelayan asing tenggelam nelayan kecil kalah singkir usaha,0,0,0,0,0,0,0,0,0,0,0,0
3531,user woey jangan maho nih,0,1,0,0,0,0,0,0,0,0,0,0
3532,user gembel aja kalau cuma fatwa bigitu tabi,0,1,0,0,0,0,0,0,0,0,0,0
3533,rt user abg sma sange telanjang masturbasi xfxfxxa nnbokepindo cumtribute engas memekbecek bugil ahok bokepbarat cewekseksi pasuxexxa,0,1,0,0,0,0,0,0,0,0,0,0
3534,user xexxamatanya pejam tunggu tampar akan terima bukan tampar buah suara asing orang lakilaki masuk pendengarannyanxexxaxexxaeeeeeh mau ngapainnnxexxaarra buka,0,0,0,0,0,0,0,0,0,0,0,0
3535,user user harus yg mundur jokowi,1,0,1,0,0,0,0,0,1,1,0,0
3536,user user partai sompret bakal bubar sendiri siapa yg mau pilih,1,1,0,1,0,0,0,0,1,0,1,0
3537,user sini queen ak coba memek kamu,0,1,0,0,0,0,0,0,0,0,0,0
3538,prediksi polandnkamis nas nkop nkepala nekor nd nd amp ncbn amp ncm nshioayam amp monyetntwin nbbfs url,0,0,0,0,0,0,0,0,0,0,0,0
3539,user user jgn salah janji jokowi yg tuntut lu ajh yg gx paham cebong,1,1,1,0,0,0,0,0,1,1,0,0
3540,user kom menkumham kena md memang benar hak imunitas pernah ada debat uu pilkada sdh ketok palu dekat presiden sdh keluar perpu md presiden tdk keluar perlu tp tdk mau tandatangan sy kira,0,0,0,0,0,0,0,0,0,0,0,0
3541,user user beberapa brand bukan punya yahudiisraelus kalaupun punya saham biasa owner ttp punya saham besar kalau istilah support pihak tentu ga tahu sih,0,0,0,0,0,0,0,0,0,0,0,0
3542,user user ajar harus sama sama sumber kitab weda jadi beda tafsir cara umum dasar percaya sama percaya brahman atman karma reinkarnasi moksa nkl ritual hari raya cara sembahyang kebany,0,0,0,0,0,0,0,0,0,0,0,0
3543,user bilang ga penting tp lo baca lo bilang seru halah sender kampang,1,1,1,0,0,0,0,0,1,1,0,0
3544,user user user suatu negara terus perang dalam ada orang orang munafiq syiah komunis yg kuasa,0,0,0,0,0,0,0,0,0,0,0,0
3545,user bom aja pelukmasa kamu kagak xfxfxxdxfxfxxdxfxfxxdxfxfxxdxfxfxxd,0,0,0,0,0,0,0,0,0,0,0,0
3546,cowo brengsek semua,1,1,0,1,0,0,0,1,0,0,1,0
3547,turun jokowi rezim sudah korban ahok,1,0,1,0,0,0,0,0,1,0,0,1
3548,user user user driver ojek klo nemuin keluarga orang sen ojek gt user langsung tabrak aja bacot tukang ojek hina banget,1,1,1,0,0,0,0,0,1,1,0,0
3549,user user gw kira gw doang diginiin tahu yang laen bangke emang ini sinyal mau ganti telkomsel tp orang miskin,1,1,0,1,0,0,0,0,1,0,1,0
3550,user user sejak pertama rezim keluar bijak sudah protes nya saja kuasa yg pura pura dengar memang paham sudah kritisi sejak tiga tahun lalu saat bagai macam cara a,0,0,0,0,0,0,0,0,0,0,0,0
3551,user user user user user wkwk najis gua milih uke liat dlu kali,0,1,0,0,0,0,0,0,0,0,0,0
3552,memang jabar baik mudah tingkat ekonomi masyarakat sekitar congratulationsgeoparkciletuh congrats,0,0,0,0,0,0,0,0,0,0,0,0
3553,pnh kerja d aseng manfaat terap d kola yg dominan arasen,0,0,0,0,0,0,0,0,0,0,0,0
3554,hari user resmi dapat izin prodi s islam nusantara satusatunya prodi s konsentrasi islam nusantara indonesia,0,0,0,0,0,0,0,0,0,0,0,0
3555,user user user user gak pilih nich kalau nyapres,1,0,1,0,0,0,0,0,1,1,0,0
3556,user user negara ekonomi besar spt rrc us jepang aja utang kok sewot klu ri ngutang klu yg berani beri utang arti negara percaya mampu kelola,0,0,0,0,0,0,0,0,0,0,0,0
3557,yg beda paham di kulititangkap si cina,1,0,0,1,0,1,0,0,0,0,0,1
3558,user user user arti beneran cebong dong yak wkwkwkakak dasar iqsekolem,1,1,1,0,0,0,0,0,1,1,0,0
3559,user ente aja ga suksreb bajing,1,1,1,0,0,0,0,0,1,1,0,0
3560,beda institutionalized religion agama yg diarusutamakan kultus macam punya kontrol tentu utk pasti baik untuk agama arus utama islam misal mui yg jaga mereka jadi sesat,0,0,0,0,0,0,0,0,0,0,0,0
3561,pak user sehat jalanjalan pak aktif gitu lho tebar baik presiden ri jangan manggung kandang terus ngga bosen ketemu fadli zon aja,1,0,1,0,0,0,0,0,1,1,0,0
3562,user jokowi yg penting buat citra dulu krn pilpres dekat perkara harga saham mahal ada point prinsip yg blm pakat itu urus telah pilpres metode kerja rezim jokowi kan itu,1,0,1,0,0,0,0,0,1,1,0,0
3563,arahbaruindonesia jadi indonesia jadi kuat dunia bidang ekonomi teknologi militer tiga bidang sebut minimal indonesia tempat peringkat dunia dukung user jadi presiden ri,0,0,0,0,0,0,0,0,0,0,0,0
3564,ewean cuman banterin desah doank ngewe aja sama knalpot kendara,0,1,0,0,0,0,0,0,0,0,0,0
3565,user user user user user user user nasib cebong baik krn semua mimpi buat org otak berak kaya lu,1,1,1,0,0,0,0,0,1,1,0,0
3566,user dasar cebong hihnxfxfxxabxfxfxxa,0,1,0,0,0,0,0,0,0,0,0,0
3567,freeport indonesia kaya raya jangan manfaat pihak asing kaya,0,0,0,0,0,0,0,0,0,0,0,0
3568,user celaka sukmakumati tiada aku erti syariah hdpku ssatncelakalah sukmakumati aurat yg urai mnampakkan buruk wajahkuncelakalah sukmakumati nyanyi genjer yg aku suka mdatangkan iblis disukmakuncelakalah sukmakumati adzan tdk bs mngusir iblis disukmakunsukmakumati,0,1,0,0,0,0,0,0,0,0,0,0
3569,user ccd anjir nama gue yg dulu panjang kek rambut limbad,0,1,0,0,0,0,0,0,0,0,0,0
3570,user user user user user ooh cuma gara beda dapat langsung pecat kalau gtu rejim skarang anti kritik dong tdk mau masuk luar parlemen,0,0,0,0,0,0,0,0,0,0,0,0
3571,user emang yg ken nikah muntah depan congor lu pake acara jijay jijaynnmampus disaltyin,1,1,1,0,0,0,0,0,1,1,0,0
3572,user user user tolol die gaada sangku paut ngapain lu blg pengecutdasar tolol,1,1,1,0,0,0,0,0,1,1,0,0
3573,mah budek si gendut user,1,1,1,0,0,0,1,0,0,1,0,0
3574,lokal brand global bukan yg baru jadi sejak lama di bagai bidangndalam agama indonesia punya hindu nusantara yg cukup beda dr hindu dunianapakah hindu nusantara buat hindu dunia lemahntidak hindu dunia berkem,0,0,0,0,0,0,0,0,0,0,0,0
3575,china janji kebut proyek ka cepat jakartabandung ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
3576,rt user user user kalo turut mending jokowi mundur deh kaya negara hanya atur sama satu orang tri anjing,1,1,1,0,0,0,0,0,1,1,0,0
3577,rachmawati soekarno tak pernah lempar sembako rakyat hati iris anggap apa rakyat dilemparlempar sembakosouvenir kaca pimpin ayah saya beliau pernah laku,0,0,0,0,0,0,0,0,0,0,0,0
3578,user jd simpul lu bego v,1,1,1,0,0,0,0,0,1,1,0,0
3579,user jadi gak nih calon cawapres nya mud udah tua bangke cuwat cuwit juganih,1,1,1,0,0,0,0,0,1,1,0,0
3580,user iya d serang pandang beda bubar kpk bukan benah kpk selamat ketua dr kasus,1,0,1,0,0,0,0,0,1,1,0,0
3581,user meteor garden cina udah mulai noh,0,0,0,0,0,0,0,0,0,0,0,0
3582,nomer dua indosat ada pulsa barusan ngeh kalo pulsa udah rp padahal ga pernah dipakenuser bangke nih emang,1,1,0,1,0,0,0,0,1,0,1,0
3583,user ngga berani ngentot lobang pantat pantat lobang rem,0,1,0,0,0,0,0,0,0,0,0,0
3584,user user sampah visual waktu kondisi,0,0,0,0,0,0,0,0,0,0,0,0
3585,user user pki bangkit,0,0,0,0,0,0,0,0,0,0,0,0
3586,allah swt benci kafir ajar cocok penis banyak istri gemar azab janji rampas,1,1,0,1,1,0,0,1,0,0,1,0
3587,lin iqna karya seni muraqqa album sejak era mongol iran india pamer departemen seni islam museumpergamon lin,0,0,0,0,0,0,0,0,0,0,0,0
3588,user user anjing komunis tolol kau,1,1,1,0,0,1,0,0,0,1,0,0
3589,user user user user org bodoh yg percaya prabowo benar dalang pdahal dalang sekitar org jokowimakanya tanya masalah ham jokowi cma jawab proses you know lah bohong lg jd o,1,1,1,0,0,0,0,0,1,1,0,0
3590,user monyet kecil yg pas diupi mas hidup yi wkwk,0,0,0,0,0,0,0,0,0,0,0,0
3591,adopsi cerdas buat potensi ekonomi digital capai triliun dollar as,0,0,0,0,0,0,0,0,0,0,0,0
3592,user user jangan mau sama burik,1,1,1,0,0,0,0,0,1,1,0,0
3593,gin w kasi tau loe pd bang lo kasar bisa wae jd keset jeyepennjangan sombong lu tai onta,1,1,1,0,0,0,0,0,1,1,0,0
3594,user user btw sy sdh lewat fase tanya atheis yg dg justru memmboost iman sy tkt ihsan inshaalaah tak goyah kl hadap bani atheis liberal,0,0,0,0,0,0,0,0,0,0,0,0
3595,user gak cucok antara langit bumi kampret cebongtapi lebih adem cebong,1,1,0,1,0,0,0,0,1,0,1,0
3596,nyata sikap pilkada damai anti hoax warga desa lae luhung kabupaten dairi,0,0,0,0,0,0,0,0,0,0,0,0
3597,jadi orang mang salah pilih walaupun kalah tidak ikut menang rezim sengsara rakyat pihak komunis,1,0,0,1,0,1,0,0,0,0,1,0
3598,user user briziek lu salah tempat lu tokai onta bani cabul,1,1,1,0,0,0,0,0,1,1,0,0
3599,gua emang menelngua emang suka modus sana siningua emang brengsekngua emang bukan anak baikbaiknntapi nnsekali gua sayang jgn anggap semua palsunsekali gua serius jgn permainin hati gua,0,1,0,0,0,0,0,0,0,0,0,0
3600,ppp jangan buruburu tolak wacana pilkada lewat dprd,0,0,0,0,0,0,0,0,0,0,0,0
3601,jangan munafik butuh visual yg wow tarik yg nonfans dari we need yireon sakura wonyoung yoonjin lagipula gak cuma jual tampang doang bukti sukses jadi center suara oke,0,0,0,0,0,0,0,0,0,0,0,0
3602,qaumi ekjayati conference jamiat ul ulama e hindjanab mohd ali shabb,0,0,0,0,0,0,0,0,0,0,0,0
3603,user najis allah rem,0,1,0,0,0,0,0,0,0,0,0,0
3604,betul mood ngantuk kena bljr sbb bsk exam ni mouse nda function kena ampas pen putus kena kasi patah terus xfxfxxa,0,0,0,0,0,0,0,0,0,0,0,0
3605,user najis gamau ngebelai jablay,0,1,0,0,0,0,0,0,0,0,0,0
3606,kpk banyak semrawut goblokbubarkan c user banyak kasus ambang sajahahh haram url,1,1,0,1,0,0,0,0,1,0,0,1
3607,user bangkai apa om,0,0,0,0,0,0,0,0,0,0,0,0
3608,jalan salib kota ambon potensial jadi objek wisata religius,0,0,0,0,0,0,0,0,0,0,0,0
3609,rt user jgan suru mundur pk jokowi bilang zalim gatot,1,0,1,0,0,0,0,0,1,1,0,0
3610,user user bom wtc minyak irak apa kabar,0,0,0,0,0,0,0,0,0,0,0,0
3611,memang semua orang kiri komunis sosialis marxis mental penghianat ajar anti agama buang nntapi banding nya,1,0,0,1,1,1,0,0,0,0,1,0
3612,itu gerindra antek orba deket dgn kkn,1,0,0,1,0,0,0,0,1,0,1,0
3613,user ahmad dhani hormat paling babi paling anjing aing kontol paling lonte tungu nya karier mu habis,1,1,1,0,0,0,0,1,0,1,0,0
3614,user user user user user user user user user user user user user user user user user user user user user kalo nete menit sekali anak lulove pingsan,0,1,0,0,0,0,0,0,0,0,0,0
3615,tengah mereka anakanaknaktivis jabat palestina kata rencana usir warga palestina area sebut luas mukim ilegal yahudi kefar adumim yerusalem tepi barat,0,0,0,0,0,0,0,0,0,0,0,0
3616,kalau mau bini senantiasa kurus putih nurut lu nikah aja ama bihun taplak heran sama laki model gitunn bulan nahan macem sakit derita bom nyinyir orang laen bom ngurusin rumah ngurusin suami lu kata lahirin anak dilepeh,0,0,0,0,0,0,0,0,0,0,0,0
3617,rt user cowok ganteng six pack pamer kontol besar beurat kamar url,0,1,0,0,0,0,0,0,0,0,0,0
3618,belum presiden joko widodo tahu proyek bangkit listrik mangkrak,0,0,0,0,0,0,0,0,0,0,0,0
3619,user user hei kampret goblokidiot bin pekokkau baca ininpekok piara peet kampretnmasih msu tanya hak kapan turki israel pny hubung diplomatik url,1,1,1,0,0,0,1,0,0,1,0,0
3620,user user goblok sia kunyuk,1,1,1,0,0,0,0,0,1,1,0,0
3621,jembatan fenomenal pandang fenomenal pulabravoo presiden jokowi bangun jembatan rakyatbrsamajkw,0,0,0,0,0,0,0,0,0,0,0,0
3622,terlalu sulit bangsa indonesia tahu informasi benar jatidiri presiden jokowi user chirpstory,0,0,0,0,0,0,0,0,0,0,0,0
3623,user kpk henti paling bagus dpr di bubar bosuser,1,0,0,1,0,0,0,0,1,0,1,0
3624,aseng lah ni forever young aku dengar ulang ulang sial dgn music video sekali,0,0,0,0,0,0,0,0,0,0,0,0
3625,pak user menag tak biar tipu trs jadi ada jelas muhammad sesuai quran,0,0,0,0,0,0,0,0,0,0,0,0
3626,biasa cari sumber berita jelas saya bantu kasih link website resmi bangun bandara rencana memang udah lama groundbreaking mulai jokowi,0,0,0,0,0,0,0,0,0,0,0,0
3627,user ateis yg kenal tuhan,0,0,0,0,0,0,0,0,0,0,0,0
3628,apa barel bom sekarang wilayah kampus udah kena,0,0,0,0,0,0,0,0,0,0,0,0
3629,tangkap ahok sekarang share tuju,1,0,1,0,0,0,0,0,1,0,0,1
3630,prof user bahas fiksi yg singgung agama tentu tetiba ramai nista tp bu suk yg jelas rendah azan hijab syariat islam gk koar situ sehat ilcjokowiprabowoberbalaspantun,1,0,1,0,1,0,0,0,0,1,0,0
3631,user user user user aku bantu jawab deh lebih cari sendirinnislam qurban sapi kambing onta nninus qurban ayam burungnnnah lho mau inussedangkan burung lu aja mau korbaninxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
3632,lau kaanal bainanal habib ulama sepakat shalawat terima dalam rangka mulia rasulullah saw sair kata,0,0,0,0,0,0,0,0,0,0,0,0
3633,warga baduy selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim hari sabtu sebabaduy,0,0,0,0,0,0,0,0,0,0,0,0
3634,user user foto intip tampak jamban jadul koleksi museum jepang bangsa pertama guna jamban,0,0,0,0,0,0,0,0,0,0,0,0
3635,ribut soal islam nusantara lah dulu sekolah islam padu auto kafir ga yannislamnusantara,0,0,0,0,0,0,0,0,0,0,0,0
3636,user user tokoh islam prabowonpartai islam gerindrannkntl,1,1,0,1,0,0,0,0,1,0,1,0
3637,user gempur isu sara isu pki bagai fitnah lain jokowi tetap kokoh diri cinta dukung rakyat yg tulus yg buat beliau kuatxfxfxxd,0,0,0,0,0,0,0,0,0,0,0,0
3638,rt user semua lelaki udah pd ngentotin mami gak pernah bosen jepit pepek mami blg lbh puas mamixexxa,0,1,0,0,0,0,0,0,0,0,0,0
3639,sekolah negeri yg cm islam kristen tok udah gitu ruang kelas agama kasi yg gudang bocor bolong yagitu deh,0,0,0,0,0,0,0,0,0,0,0,0
3640,astaga coba segera kasih foto beforeafternya kalo min user,0,0,0,0,0,0,0,0,0,0,0,0
3641,rt user user jt dukung jokowi siap menang pilih presiden biar kaum sumbu pendek makin kejang kejang,1,1,0,1,0,0,0,0,1,0,1,0
3642,foto pdiperjuangan silaturahmi imam besar masjid istiqlal,0,0,0,0,0,0,0,0,0,0,0,0
3643,pas gue baru aja ditampol si edi eh tyo jd bibir gue menyon barbar emang tuh si kunyuknn chandra url,0,1,0,0,0,0,0,0,0,0,0,0
3644,user iyaa aku ngomongin kristen bell masa,0,0,0,0,0,0,0,0,0,0,0,0
3645,user user kalau kristen nusantara ga budha nusantara ga mungkin ada ikut alir,0,0,0,0,0,0,0,0,0,0,0,0
