,sentimen,Tweet
1640,0.0,kue artis kae sik payu ta gurung tau nyobak blas aku
1641,0.0,dek kamu mau jadi pacar mas maaf mas aku gak mau dek soal kamu
1642,0.0,aku
1643,0.0,tak tahu kalau tak lawa macam mana
1644,0.0,otak darjah enam bila nak faham hint aku niiiii
1645,0.0,aku sih yes gak tau kalo mas anang
1646,0.0,lanjut h apa tak custom lexus ae biar pintue cepet nutupe berapa kira m custom speed pintu
1647,0.0,aja penting aku nonton
1648,0.0,siapa nyuruh kamu dlosoran lantai nak
1649,0.0,nctzh kamu ngajakin anak dreamis buat cuci mobil bareng bareng eh pas kamu noleh arah jeno renjun jn by ak
1650,0.0,nak minum fikir owner ahuruh isi air memang tak ah bontot nak angkat bawak botol ni la yg payahnyaekarang ni aku h
1651,0.0,kalau area rumah banyak anjink liar please simpan arnab tu depan rumah lindung anjink sampai k
1652,0.0,sekian lama tak ambik tahu pasal si kembar tu hari ni ada mimpi aku
1653,0.0,aku jb nih biar nambah
1654,0.0,haha ye weh but aku tak kisah lah asal kan plus takpa lah kawan kos kau kan
1655,0.0,aku nk panggang please
1656,0.0,c mutualan sama aku kuy rt aja dn aku
1657,0.0,aku baca smua translatenya uy
1658,0.0,makcik aku pagi nk bg kucing makan tgok dlm sangkar binatang ada kucing yg dh kena makan
1659,0.0,aku salah satu diri fandomnya
1660,0.0,pastu bapak on volume radio kuat kuat aku takleh bayang la punya kejut cemana
1661,0.0,hi guys aku rasa macam nak cerita pasal hamba allah ni yg lahir as a normal person sejak tahun lepas cac
1662,0.0,birthday aku la lgi
1663,0.0,ngadu lapar buat muka seposen last last kena palau gitu je aku ingat wehh aku ingaaaaaasaassssttt
1664,0.0,sister kat department biomed ingat aku kat kak fetty gshshsjjsjs
1665,0.0,sini aku cubitin dulu pipinyaaa
1666,0.0,hai hai jakarta aku ke kota expojakarta ept mau rasa ro ensasi dahsyat
1667,0.0,pak hakim pak jaksa tulung lah pak serpis jads aku migren menit nontonin too high
1668,0.0,juga aku jakarta mau kerja da mau meeting sama salah satu alumni asntm trs tempat ngopi alhamdulill
1669,0.0,nder halu aku masa diekolaaaahhhhh daddy im ready punish me
1670,0.0,biasa kalo pake clay mud mask emang gitu arti kotor wajah kamu sedot
1671,0.0,gb buat minggu minggu kalo aku jadi turut boros banget
1672,0.0,kenapa aku
1673,0.0,dvd idr bluray idr kihno idr detail lain cek pinned aku nde
1674,0.0,bilang biar aku semein aja kok
1675,0.0,hm lah tak letak fw pagi pagi ahhhhh kalau tak sekarang ni aku dah free
1676,0.0,kongsi tarik lecturer media aku harini girls klau takdir you guys kna rogol jngan mandi dulu terus h
1677,0.0,omg whaaaat lha gua emang apa om wowo kok naik pamor sama doi anj
1678,0.0,penting bgt tim bubur aduk ga aduk kalo aku sih yg penting makan percuma aduk doang ga makan
1679,0.0,nak kecam org yg buat kerja diri tu goyang kaki dlm bilik tweet kecam tak ret private account
1680,0.0,pah butang baju melayu aku mana pah
1681,0.0,ryeowook ssi sangat pandai masak aku sangat iri yoona
1682,0.0,aku selalu menganalisa tulis kata orang beri jawab jad
1683,0.0,ingat pulak gaduh dgn sha dgn anis masa diploma tp at last bila sorang mtk maaf hah baru tahu yg pun rind
1684,0.0,bos yg baru tiap aku ijin kan ngetik panjang lebar yg sopan eh selalu balesnya
1685,0.0,aku pernah ajak kawan aku buat soal past year dia kata tak perlu buat semua tu dalam hidup ni kau tak bol
1686,0.0,ofismate baru kena exactly macam ni tadi macam kena pukau and je tac number tu k hilang macam tu je sek
1687,0.0,aah tak pernah masuk hotel selalu main kereta jeo macam gelabah tetek la bila check inorry la kalau rasa ds b
1688,0.0,nominee pertama saja perlu banyak alas bahkan wh atepatukantekadjuang retweet likes k
1689,0.0,ohhh kanto rupa lama ni nama ayu dgn farah eh aku bgtau abah
1690,0.0,ambil dong sayang jangan bilang kamu ngomongin uang orang
1691,0.0,aku tak penah tahu ada jenis jenis popcorn ni
1692,0.0,bibik tanya apa yg buat aku xmau accept offer tu and aku jawab nnty cuti susah nak balik kedah
1693,0.0,kamu
1694,0.0,rabu petang malaysia malam aku dah pergig besi hantar box sewa hantar acu khamis pagi hantar kereta se
1695,0.0,askmf ada iphone s aku sekarang
1696,0.0,anak siapa nih
1697,0.0,nisya sama weh aku ikut
1698,0.0,gabisa dm yg mnta tlg sen grab td jam brp skrg aku jkt siap dulu
1699,0.0,yg aku butuh interaksi l l yuk yg line segitu kuy mutualan ku follow auto followback rt aja
1700,0.0,c aku paling banyakkkkk
1701,0.0,thread aku kmaren alergi kan bruntus gatel bat nah dah gtu akutu sigap pas pulang kerja langsung bersihin muka pke
1702,0.0,bagus kau lari ja cam aku
1703,0.0,rt aku confess dekat crush aku
1704,0.0,sbb tu org simpan duit syiling ana tak makan besi
1705,0.0,iyaa udah siaangg ohh makan uang aku sedikit bantuin aku cari uang dulu yuk jfclosedday
1706,0.0,kalau kau busy takpe la dah free cari la aku aku je kau
1707,0.0,weh aku nak pergi tak lagi
1708,0.0,me mueez mati pokok bunga aku memang dahendu tu mueez mueez ingat pokok ni memang dah mati macam
1709,0.0,swing hai jual dvd wannaone world tour aku tida bel tida aku tipu muslihat bambankwing
1710,0.0,selamat siang semuaembari maksi yuk ngomongin awat rambut pasti buat kamu punya rambut panjang
1711,0.0,sblum kahwin isteri pernah tnya knpa x pernah confessejak kenal xpernah aku luah asa tiap or
1712,0.0,haihai bgt tp sebenernya aku lebih ken green ver kamu mau ketemu ic kalo sampe
1713,0.0,enak aja anak paud kan aku udah gede daddy
1714,0.0,sumpah cerita aku dgn kaklang ni sama sebijik beza nyak kaklang kawan tahun aku dah tahun hohhhh shit s
1715,0.0,aku gamau sotoy mau nasi uduk ajaaa
1716,0.0,aku rasa lisa ni nyanyi kena try jadi model i mean catwalk model punya body proportion pon nice dah aku rasa
1717,0.0,kamu mu oras kamu biziz
1718,0.0,kamu
1719,0.0,so dok fikir kat ktm sorang girl ni muka cam siapa seems mata familiar orang aku kenal dok fikir fikir
1720,0.0,ga mau kamu galakin ya
1721,0.0,hai aku jual rorec naturalkincareheet mask cuma k aja kok innisfreeheet maskb cuma k tingga
1722,0.0,siapa first impression mcm niumpah aku ingat kau dulu sombong gila orang cakap kau macam sombong aku taku
1723,0.0,dengar cerita pasang tadi kat cafe gf awak nak putus saya awak kata nak stay bf aku homo
1724,0.0,kukirimkanms aku habis kata kata habis baterai habis pulsa cinta tak pernah habis untuk
1725,0.0,berani gurau macam ni
1726,0.0,kamu yg siluman zonk
1727,0.0,indo dr korea grgr acara br dtg kondangan tp gapunya sim internasional jd nyetir kamu sembari km nyari
1728,0.0,aku rasa mcm kenal la dance ni bkn laki yg kanto joget toilet time pasang lagu kpop tu dance gempak
1729,0.0,ayat ustaz syed nasiruddin yg paling aku deep alang alang ajar agama biar tahu cinta siapa stabbed
1730,0.0,tetiba ingat buku buku dongeng dapat tiap beli susu dancow dulu kuiingin baca dulu bahkan aku minta beli
1731,0.0,bingung mau upfoll dimanaini aku murah trusted harga cek pinned t lelang acc followan rt upfoll rp
1732,0.0,hilang maruah calar tak
1733,0.0,siapa orang kamu khawatirin akhir kali autofollow mustfollow instantfollow followme openfollow teamautofollow teamfollowback
1734,0.0,siapa kenal niebab kalau yang kenal aku nak jumpa bawak dia ronda ronda tengok kawasan puncak al
1735,0.0,aku beli sepit baju dozen dh sedozen klip baki ampai sahaja yg buat party
1736,0.0,nder bulan waktu yg cukup buat jd lebih cantik aku jg malah ketemu doi stgh taun hehe ldr
1737,0.0,tak u be like this and pleaseeee
1738,0.0,iya gak usah aneh rumah sendiri yg
1739,0.0,favorit retweet aku blokir
1740,0.0,dpd hari tu aku ngidam nasi lemak daun pisang hmm
1741,0.0,oooh iya juga mahasiswa dokter nyumbang mayat jt biar laboratorium lengkap aku mah apa atuh anak bio
1742,0.0,aku anggap orang ws aku asyik typo ni memang tak ria ws aku
1743,0.0,lebih baik kamu nonton nder mungkin aja kamu suka
1744,0.0,cara medapatkan uang banyak modal kamu bisa ratus juta han
1745,0.0,jadi kamu sadar ujung sana ada junhui
1746,0.0,sayang aku barusan aja
1747,0.0,nak nak pulak kalau kata tu macam penting aku anggap dia reply ws aku ni paksa je
1748,0.0,mari nyanyi lagu manuk dadali mesat ngapung luhur jauh awang awang peka dong kamu tuh aku lanjur sayang
1749,0.0,nak ikut asa hati aku asa hati cari bila perlu jadi antara orang pitstop unt
1750,0.0,semua gambar kalau nak upload aku post kat vsco twitter je
1751,0.0,benda aku x mntak jd mcm ni
1752,0.0,juga nih anak baru masukd mama a mawar ken jadi apa kalo besar mawar jadi nyanyi tante mama
1753,0.0,maksimal hobi vlogging kamu jaring internet putus putus hemat kuota pakai unlimitedyoutube amp app
1754,0.0,aku
1755,0.0,bebe rexha ni contoh perempuan yg chubby lawa body goals tak perlu susah paysh diet sbb aku semua perempuan n
1756,0.0,eh sorry gaes td aku liat
1757,0.0,aku hasil raih poin hari yuk ikut kuis trivia akudankorea ada posisi ter
1758,0.0,apa kamu
1759,0.0,makan apa bisa kamu buat masak anything
1760,0.0,aku punya mantan gebetan nah semenjak aku milih jauh itu sering bikin story foto bareng cewe
1761,0.0,eh tiberrrrr
1762,0.0,jadi inget dulu mau bikin sim tes mata aku ngapalkeun heula rumah
1763,0.0,nd giveaway aku mau adain giveaway rangka aku menang beberapa giveaway aku beli album aku dapet
1764,0.0,but geng kul report aku lmbt
1765,0.0,aku lihat seller jual murah beut
1766,0.0,aku ikut kaya buat ngasih obat
1767,0.0,aku punya ikat perut minggu ni nak jimat last last jadi camni
1768,0.0,aku baru tahu ini dekat malaysia benar dah lama tapi tak mahu ambil tahu akhir merugika
1769,0.0,aku mau giveaway pulsa k buat orangyaratnya cuma retweet aja doain aku menang undi fansign ikon aamiin umu
1770,0.0,kamu nonton spotify dm yaa
1771,0.0,halo kak kamu terus koordinasi guru tinggi selenggara ppg prajabatan sebut
1772,0.0,soal aku kucing suka datang ngendeng dekat orang takut dia bila dekat kedai makan
1773,0.0,aku back up lelaki bukan sbb aku ni pihak dekat lelaki tp aku tau tak semua lelaki trash mcmtu jugak perempuan
1774,0.0,hi ayo bareng nder aku jg sampe jam an nginep pop
1775,0.0,aku duga hwang geum adalah hwang eunbi
1776,0.0,maksud aku ini min status nya gitu terus dr hari rabu yg tolak proses cuma
1777,0.0,rujak kangkung satu iket kangkung btw foto sblum makan kenyataanya aku rebus iket tempe abis tahu
1778,0.0,idm yg mau join ga barang official ga my klo yg rep aku drop direp janji pda ikut
1779,0.0,aku dm g neng
1780,0.0,time aku tgk munafiq org belah aku lelaki mula cite je dh carut hshhshs shitt pstu terus tutup mu
1781,0.0,btw stiap bts aku sekolah kak ngga liat
1782,0.0,sampe akhir hari liat udah lg toping nangka akhir buru order pas abang sampe sana nangka uda
1783,0.0,pny bunyi kriuk krak tu perghhh
1784,0.0,even parents aku taknak kesah pasal problem aku so who will
1785,0.0,kamu punya berapa banyak topi gada huuu diriq g suka pake topi yeup
1786,0.0,tak masalahnye bila masa aku buat benda ni
1787,0.0,aku kagum dua calon bingung orang belakang beliau
1788,0.0,kau ceramah aku nie hal aduhhhh
1789,0.0,idunnoo man hrni pn aku gerak kedah
1790,0.0,liat replyan dan aku rasa tua
1791,0.0,syudah cukup kamu buhunk use offuda hp
1792,0.0,syedadiq tu nak pulih raja era baru yang perempuan dok gedik gedik kata cair iman lah apa lah alahai aku
1793,0.0,jangan buru buru arti segala baru kamu lihat muka segala tampak tentu sesuai leta
1794,0.0,aku kalau makan dekat sini mesti tambah nasi haha sup amp sambal mmg power nasi kerabu rm nasi ayam penyet rm
1795,0.0,apa nak jadi kamu ni husna nisha
1796,0.0,sini peluk jejen eon
1797,0.0,aku paling nyusul
1798,0.0,kok tl aku jaesix sunbae
1799,0.0,bila kau lampau concern aduh dekah aku buat
1800,0.0,kalau sapa ternampak or peras moto aku mintak roger aku hilang area pj new town pukul ptg tadi
1801,0.0,aku rasa cikgu ahmad sesuai jadi cikgu sejarah
1802,0.0,jangan adela main gambar laki aku
1803,0.0,kata kamu punya profesi
1804,0.0,orang yg syukur senyum ceria pagi orang yg syukur keluh pagi kalau kamu yg mana
1805,0.0,sering banget aku overthinking sama semua terus samping agus lg nonton yutub entah stand up comedy ketoprak war
1806,0.0,kau group ada aku mana nak reply group solja reply la mana nak main futsal saja main liga seronok kan hm
1807,0.0,orang pernah ngerasain lebih asa kok mungkin aku baru minum sirup aja udah mabok ada or
1808,0.0,iyaaa verified kakkk aku kira td boongan acc fans bodoh emang pdhl udh verified
1809,0.0,aku bukan taknak diet bila duduk rumah kesi tengok mak masak takda sapa makan aku jamah la sikit pastu tak habis aku
1810,0.0,kaki dgn stretchmark aku ni dah lama tak ajang muka org
1811,0.0,kamu mau diapain by
1812,0.0,aku si balik dokter masang
1813,0.0,bukan pandai jaga muka je eh jaga kaki penting ni aku share aku punya rutin gosok kaki aku scrubt ive
1814,0.0,bts dapat inspirasi v tamang semua situasi hidup hari hari jin memberku aku jk mem
1815,0.0,heeeeh kamu ngapain main twitter ngapaeeeeeen
1816,0.0,wehh
1817,0.0,lepastu abg tu kate pinjam fon dik abg pergi print lepastu abg tu lari sana sini laju beriyek tolon
1818,0.0,kamu oppa
1819,0.0,rumah kamu emang
1820,0.0,aku ki tengah setan tengah bidadari duk malaikat
1821,0.0,aku pantengin kepo ganteng apas kak ray
1822,0.0,mas tp ga banyak dulu aku ngakalinpotify
1823,0.0,aku udah ikut po juta aamiin
1824,0.0,giveaway rangka opening onshop ig aku mau ga oversized hoodie h amp m original bebas pilih warnaesuaito
1825,0.0,abang satu satu sisa yg pure abang yg d panggil abang kesan apa yaaaaa d
1826,0.0,organisasi mungkin pki tidak lihat tapi cara ala pki kok sangat asa ada panjang rezim
1827,0.0,aku kan sabiru
1828,0.0,follow aku dong bias nim
1829,0.0,
1830,0.0,asal aku up story pegi gym je semua nganjing tak dah kurus keee tak kurus kurus kurus keee aku pegi gym nak gemuk la bodo
1831,0.0,iya maksud aku lima detik aku salah ngetik aku liat lima detik lebih malah gak
1832,0.0,salam kereta tambah tinted sport rim baru kettew takde duit nak check in hotel romen kereta tengahari w
1833,0.0,buka lampu pagi nk bsiap p kelas aku sabar lg evento aku bsiap lampu toilet ja pagi sbb jg tgh tidoq l
1834,0.0,apa perlu aku nyanyi when my bday passed and u didnt call
1835,0.0,lawa tak macam aku hm kau nak tahu tak apa hidup ni kalau asyik banding banding kau takk
1836,0.0,sebab taknak lost contact ngn mamat ni apa semua ni aku tak paham doh benda apa yg nak kanto gambar kt
1837,0.0,tuh tiap kali aku pegi thai aku tak pernah naik gajah
1838,0.0,buat tanya aku tak tukar tukar phone tu
1839,0.0,giveaway pulsa rangka ultah w amp namjoon syarat tweet follow aku ayo bermutual menang masing mas
1840,0.0,serius free ong aku jember soal
1841,0.0,ga selalu arti we baca tempat itu arti aku bukan orang yg rajin ibadah aku
1842,0.0,oleng aja fir temenin aku
1843,0.0,tipe teman akan hilang perlahanaat kamu pasuk usia an
1844,0.0,kak aku jadi istri guanlin
1845,0.0,aku diri muka pintuambil ketuk pdt j mandar ibadah raya minggu eptember
1846,0.0,aku ga tau sf boyband agency mana
1847,0.0,kamu ini bukan si aku lupa
1848,0.0,mana la aku letak drawing board yg dh kurun xguna smpai xtau duk kat mana
1849,0.0,pernah waktu udah lama bgt bonceng tante empat gitu aku adik tante sm temennya tante
1850,0.0,aku bilang gemes cowo arti punya dimple suka hewan suka anak anak polos
1851,0.0,aku x nak iphone
1852,0.0,haa gelak aku derma darah tadi hehe
1853,0.0,mbak van aku nitip motor sebentar jgn bilang dona aku jumat sini jadi lama balik pacar
1854,0.0,aku baru aktif akun sebenernya muehehe
1855,0.0,nenek vs brother apa si ora mudeng aku mz
1856,0.0,nampak buku resipi dim sum woahhh sedapnyeee patut beli tak bila aku nak buat lol
1857,0.0,aku konsep sama kereta kot body lama pon tukar enjin baru memang mahal mahu tak mahu
1858,0.0,hm
1859,0.0,laki sape ntah mlm td tuduh bini die minum air botol die dlm fridge dah pagi ni aku sapu tgk ade botol kosong b
1860,0.0,bila rmh atas takde org kau dengar org seret perabot mlm serta bunyi bola lantun mula buat tak tahu je t
1861,0.0,tahun hidup baru aku tahu banyak ni rupa idioms siap ikut jenis hidup laut pulak tu
1862,0.0,slalu kalau aku rt vid twice aku tgk do erm skang masjid ni
1863,0.0,aku muncul gin gak semua android kah
1864,0.0,ini adhyssa jaffary gak jadi aku publish
1865,0.0,kas jogathon ni benda paling bodoh time sekolah dulu lepastu siapa kutip paling banyak hadiah double bodoh https
1866,0.0,kamu apa kabar
1867,0.0,oiya tipe muka emang kering makeupan kan tekstur muka jadi liat beberapa bagi nah sejak p
1868,0.0,kota damn yo keluar aku kan forever loner hoho
1869,0.0,aku masa hang balik
1870,0.0,weeks aku maybe busy sbb nak prepare utk presentation so aku tak sure bila balik
1871,0.0,aduhh ni tmpt yg aku nak p sgt ni dah tahun idam nak pergi
1872,0.0,aku rasa nak baring je dpn klinik ni
1873,0.0,eh beneran tiba teel aku tadi banyak banget yg make jadi penasaran mau make wkwk
1874,0.0,siapa nak souvenir tu harap fahamlah beg pon aku tak sentuh
1875,0.0,kalau nak cerita kisah akuemua
1876,0.0,gak aku tinggi
1877,0.0,tiap hari buka aku takda kat koda
1878,0.0,dah balik tadi aku pergi tutomate
1879,0.0,gang aku nak share kes tipu aku minta kuasa viral xramai yg kena
1880,0.0,giveaway bismillah mau coba ngecek dulu berapa minat yaa curiga bakal sepi sih coba dulu deh rules r
1881,0.0,aku jual dkt wardrobemigha tp nie aku clearkan dulu ig tu sbb nie campur aduk
1882,0.0,banyak yg lebih dr yg kamu pikir blued buru klik link d bawah buat dapetin aplikas
1883,0.0,siap abang pinterin dulu ntar aku expose
1884,0.0,kamu dapet ginian mana sis btw izin save yaaa
1885,0.0,mana kamu biasa tidur di tempat tidur sofa
1886,0.0,becanda gak mungkin aku jual loml
1887,0.0,bro differ tak specs iphone x and iphone xr which one patut aku pick currently using iphone
1888,0.0,yah wkwkw jamberapa teteh aku kaya jam an kali
1889,0.0,gak aku terjang master yg jadwal super absurd banyak tugas
1890,0.0,malam adao besok semi final amp final japan open terus aku buka laptop kapan
1891,0.0,kau faham tak benda ni aku gelak gila babik
1892,0.0,eh kamu cleo bukan aku aqua pantes bikin aku crees
1893,0.0,ikut ga aku aja
1894,0.0,green tea lumayan nder kemaren aku beli pake topping almond hehe
1895,0.0,lek sis aku
1896,0.0,kamu on dm kek dude
1897,0.0,aku tak tahu nak buat apa so basically pishang jela for now
1898,0.0,mau bangga apa kamu inti sih kamu hebat saya kata banyak kamu
1899,0.0,thread swatch produk bibir yang di gambarcroll bawah ngga semua aku kasih review jelas ka
1900,0.0,andai kamu deklarasi hari libur nasional versi hari libur itu hari libur rivi
1901,0.0,haha kalau aku dulu dedication essay utk iker casillas lah masapm sbb kenal d
1902,0.0,perempuan tahun sekarang dah ret jaga suami aku yg tua tahun ni still tak ret nak survive diri sendiri
1903,0.0,nampaknya phone aku byk sticky notes
1904,0.0,baru tau masa aku
1905,0.0,ya suara rizky febian ubay idol kevin idol tuh kaya lynak banget gt mau improve kaya gmn aja ker
1906,0.0,krt ikonic ayo mutualan sama aku butuh teman ikonic auto follback dn ku newkids the final
1907,0.0,nyata pustaka unik indonesia apa kamu pernah unjung salah satu
1908,0.0,aku keingetan hanbin yg pake kemeja item yaaa
1909,0.0,aku tunggu ip je
1910,0.0,bro kalian yg berisik tl suka jbjb yg mau mutualan sama aku rep yaa ava ku jihoon
1911,0.0,asal aku up story pegi gym je semua nganjing tanya dah kurus keee tak kurus kurus kurus keee aku pegi gym nak gemuk la bodo
1912,0.0,emang nya kamu apa tua
1913,0.0,first giveaway nature republic aloe vera orang menang pulsa k orang menang cara amp like twee
1914,0.0,aku cepat maaf orang eh
1915,0.0,assalamualaikum aku takut semua jadi mubazir jadi mau kasih aja kalian
1916,0.0,butuh aku ga
1917,0.0,giveawayas rt aja follow kalo kalo nga yauda rep apa aja aku bete hehe biar mentionan hwuwuwhwu gud
1918,0.0,mata kedip sekali lantas segera angguk antusiasiapa coba tidak suka traktir s
1919,0.0,bila aku ingat balik baru aku peras dulu kita rapat gila kita luah asa masing masing lep
1920,0.0,jepang yah
1921,0.0,aku pick by reply kalian ga pake tweetdraw jd ku pick yg bener butuh aja exp orang bakal
1922,0.0,endampai aku dpt uang buat subsidi ongkirnya ayo janganampai flop yaa good luck
1923,0.0,aku nya
1924,0.0,sebabtu aku letak
1925,0.0,bila masa charlie gigit aku ni
1926,0.0,langkah langkah bisa kamu laku bisa jadi creator viral media sosial
1927,0.0,kamu punya berapa banyak topi two
1928,0.0,kadang aku rasa tulis aku cantik kadang aku rasa tulis aku macam tulis cina
1929,0.0,hasil bikin nama elf jelek hasil bikin ratus army sakit hati krena reply an mfs nya brhasil
1930,0.0,rpw ayo followan sama aku rt jangan lupa jfb
1931,0.0,besar lengan aku je makan ape doe makan kimchi hari ape
1932,0.0,sapelah tunggu aku tu kalau ade confess ar penat tggu jodoh tak smpai
1933,0.0,eh mau tahu alamat ip website kamu itu lho alamat ip alias deret angka angka tunjuk letak website
1934,0.0,aku dulu suka liat paling cm kyg bayang lew
1935,0.0,gapapa sih kan aku tinggal copast
1936,0.0,thanks for this thread sispah nak member sorang ni baca tu nak kurus nak amik detox pilkurus penat
1937,0.0,lf siang lemons aku baru bikin akun myday mutualan kuy reply aja ntar folback yaa makas
1938,0.0,aku auto nyanyi pas baca
1939,0.0,rpw jadi adek aku yok awet bobrok ena jadi tmpt curhat kuy kuy kuy
1940,0.0,her lho miss kevin sama keven rebut gimbot wis aku beli ae nunjuk the twins yg asik main ipad masin
1941,0.0,star promo hari cuma rp aja kamu membeliilver queen cashew almond fruit amp nut gr circle
1942,0.0,incase klau korang rasa binatang ni comel aku share kat sini
1943,0.0,kamu belum ikut activity anakpintartvkis dapat hadiah uang tunai loh mau dong ayo share momen k
1944,0.0,suapin aku
1945,0.0,besok mau seleksi model united nations nih sini anak mun gak yg aku tanya mu
1946,0.0,ops aku pernah alami situasi ni kan nyah kan ops
1947,0.0,haaaloooo waktu aku janji mau giveaway kalo lolos fancafe nyata alhamdulillah beneran lolos wkwk jadi a
1948,0.0,kok malah mau cium sama woojin
1949,0.0,kkt aku dong
1950,0.0,aku rumah eskalator aja
1951,0.0,rlt yg pake exel suka nyedot kuota gitu gak sih hp kalian masa tbtb kuota kurang sendiri padahal ga
1952,0.0,aku gak tau nder army semua pasti gak tau agama apa btw jangan terlalu t
1953,0.0,aku jaman kuliah part time jadi kasir coffee shop kerja jam sore malem krn aku cewek jadi selalu dian
1954,0.0,am tau gak aku siapa kalo tau aku dm
1955,0.0,s yg mau angkut album teen age orange vers aku ga album only k cod venue
1956,0.0,s sedang cari teman sama section yellow rep aku alone nih
1957,0.0,halo aku scoups yg directors cut mau gaa
1958,0.0,nrp kalau pasang kalian nyak cara apa yg kamu bawa utk hubung kalian amp apa goalnya kalian melakuakn cara apaorry ooc
1959,0.0,kek roll model doi adl danillablm tau kalo doi ngerokok aku pikir mirip nyeni skg doi ngerokok makin mirip deh
1960,0.0,kalau syg ni bentuk duit dh lama aku kaya
1961,0.0,murah mahal koq gantung selera mua gantung saldo rekening kalau ngga punya duit parkir indomaret
1962,0.0,bila aku tak g hanyang minggu ni
1963,0.0,dh berapa jam aku kat library baru aku peras aku duduk dpn toilet laki patut la laki dok lalu bnyk semak ah
1964,0.0,yg mau volunteer ngirimin aku indomie boncabe bawang goreng usus goreng tempe goreng abon sapi abc sambal
1965,0.0,askmf maaf gimana cara ilangin bau badan ato bau k tek gitu aku gatau apa
1966,0.0,uwooo aku punya bucin
1967,0.0,duh takut aku kenal
1968,0.0,aja kamu mister chu
1969,0.0,orang ksatria patriot ayom yg lemah bukti semua tau siapa yg tulis buku aku bangga jadi anak pki o
1970,0.0,ciri nyeleneh orang ber iq tinggi kamualahatunya tips molas
1971,0.0,armyavageaat fan meeting armyzip jin kamu makan apa kok cantik army
1972,0.0,aku sorg jer yg rasa seronok kalau duduk bawah ni time kat kampung dulu
1973,0.0,frin event besok mending aku pake oc mana o
1974,0.0,mcm cerita tenggelam kapal van der wjick cinta setia orang lelaki selalu sia aku ha
1975,0.0,jam beb kamu
1976,0.0,iyaaaaa apalagiama chen akuiap gelepar
1977,0.0,help sini yang tau owner admin olshop today kshop juseyohop gak kalo reply dong aku cari l
1978,0.0,buka lampu pagi nk bsiap p kelas aku sabar lg evento aku bsiap lampu toilet ja pagi sbb hg tgh tidoq l
1979,0.0,aku kat luar ni dah minit
1980,0.0,perbezaan lebih dua kaum lelaki mampu ingat lalu yg rumit walaupun baru first time lalu perempuan mampu
1981,0.0,prasaan comebacknya exo udah jaman kapan kan kamu ikut po nya
1982,0.0,la emang aku kulkas poooo
1983,0.0,kak biasa beli tiket pesawat app mana soal beda harga trvelka tp kadang aku buka trp si
1984,0.0,askmf jailin lagi ngambek apa sih lu toel toel mama kok jahat sama aku
1985,0.0,impi aku masa tengah study diploma nak travel malaysia at least negeri tempat lis kedah
1986,0.0,malam makwe kelam kelibut naik tangga siap luru masuk rumah igt aku ikut butoh rumah sewa aku depan ru
1987,0.0,yall thisepanjang aku kuliahastra inggris enggak satu dosen native speaker kasih komentar ane
1988,0.0,aku rasa pakai bau malaikat subuh tu la mmg subuh esok la hilang
1989,0.0,hi aku bs dm aja
1990,0.0,korang ni apa aku tweet semua korang nak asa
1991,0.0,kamu
1992,0.0,aku lahir orang tua yg agama islam lantas aku ajar islam makin aku dalam islam
1993,0.0,ehhhhhh peras betul budak ni hutang makan aku jgn lupa
1994,0.0,donna
1995,0.0,okey aku nk jual bulu kaki aku
1996,0.0,ye punca aku takutangat kucing lepastu orang suka kejut orang aku memang tak kejut ni mungkin
1997,0.0,aku tuju macam biasa belah sana tak habis habis tohmahan kena kencing hancing yg still ak
1998,0.0,tupai ni kat jepun aku ingat orangnye je yg cute tupai pun alahai
1999,0.0,kata bang iwan lu maksa gue jd politis karbitan lu bang iwan solo artist you kno
2000,0.0,cerita sekarang kau nak balik aku kena cari tiket aca excuse meeeeeeeeeee toling check tiket b
2001,0.0,baca dulu baru lanjut
2002,0.0,aku reveal crush aku deal
2003,0.0,ah tak kira salah kau gak kau kena atur belikan siap siap aku
2004,0.0,rumah aku nih
2005,0.0,multimedia kamu mau masuk mana aja broadcasting photografi desain coding serba
2006,0.0,punya kan aku manusia
2007,0.0,pon lari pergi dekat bas dn aku pegang tiket okaylah nak tunjuk dekat akak tu lepastu rase mcm as fck
2008,0.0,minggu aku tak online dota aku update main malam cun
2009,0.0,oia aku dom bogor yaaaa
2010,0.0,maap rambut kamu jadi beranta karna td abis aku acak acakin
2011,0.0,kata artism ga mnet telah aku liat nyata m super concert tgl kemaren mnet ada nct bahkan exo hmmm bingung
2012,0.0,aku kecil
2013,0.0,following kamu lebih banyak followers yuk bersihin following aku cukup bayar k f ing kerja cepat tag lelang acc upfoll
2014,0.0,tahun kapan beb
2015,0.0,one of the scene in instanbul aku datang paling kes akuometimes orang kenal kau minggu me
2016,0.0,ayo aku traktir nih jfclosedday
2017,0.0,aku tdk prnh blng aku cantik wkt promosi aja aku lebih fokus sensasi fantasi cinta dgn wanita dewasa wanita
2018,0.0,hai abis latian buat sports competition meski aku gaikuttt lomba aku jadi reporter nii
2019,0.0,ofismate baru kena exactly macam ni tadi macam kena pukau and je tac number tu k hilang macam tu je sekarang
2020,0.0,siapa bikin ga kak apa aku lewat
2021,0.0,hu um lanjut pelan sender kepala sofa bangun aku jam
2022,0.0,tu la aku suruh sikat rambut belah tepi tknak
2023,0.0,rasa tahun ni cepat sangat dah bulan dah sekarang ni bulan uish aku taknak besar cepat sa
